Date,Open,High,Low,Close,Adj Close,Volume
1987-03-19 14:58:06.746088,149.93422901515146,151.4785969131321,149.73944941854086,150.49671415301123,150.49671415301123,30378404
1987-03-20 14:58:06.746088,150.6319421782343,151.01297864350335,149.33824652215804,150.35844985184005,150.35844985184005,28476865
1987-03-23 14:58:06.746088,150.2083671423129,151.61384970810894,149.0509857434434,151.00613838994073,151.00613838994073,88459530
1987-03-24 14:58:06.746088,152.62503762614713,153.17058221319718,150.8579864773791,152.52916824634877,152.52916824634877,60323936
1987-03-25 14:58:06.746088,152.46293167660477,153.6693189134135,151.37112862281913,152.29501487162543,152.29501487162543,47425032
1987-03-26 14:58:06.746088,151.4933525125446,152.63837117841973,150.7149652602095,152.06087791467624,152.06087791467624,49295000
1987-03-27 14:58:06.746088,153.4234769901661,154.64548104262968,152.53360154590942,153.64009073018363,153.64009073018363,39843013
1987-03-30 14:58:06.746088,155.06191123850414,156.03732501220787,153.17257769484584,154.40752545933654,154.40752545933654,23138890
1987-03-31 14:58:06.746088,153.2348691809075,154.87957332317467,152.90530178631553,153.9380510734016,153.9380510734016,91024986
1987-04-01 14:58:06.746088,154.34962351221927,156.12557323275777,153.56161458919206,154.48061111698757,154.48061111698757,82037767
1987-04-02 14:58:06.746088,154.88265956659802,155.6353939814857,152.505048862088,154.0171934241751,154.0171934241751,99326444
1987-04-03 14:58:06.746088,153.55968152600406,154.42020436955468,151.88365094797567,153.55146367060485,153.55146367060485,88775834
1987-04-06 14:58:06.746088,154.24369336583743,155.38665921230998,151.98249025804986,153.79342594217087,153.79342594217087,45574142
1987-04-07 14:58:06.746088,152.5338777766242,153.50181065492123,151.1471507465358,151.8801456975131,151.8801456975131,10358763
1987-04-08 14:58:06.746088,149.56277661469105,151.25140875350058,148.4209445795322,150.15522786500006,150.15522786500006,78442728
1987-04-09 14:58:06.746088,149.02937480682493,150.40857106137133,148.71073909904348,149.59294033575907,149.59294033575907,1732718
1987-04-10 14:58:06.746088,149.09729212762142,149.86201542576245,147.43910463055957,148.58010921542464,148.58010921542464,48592388
1987-04-13 14:58:06.746088,149.40097002437273,150.7764529300202,147.04219101924605,148.8943565480199,148.8943565480199,18853006
1987-04-14 14:58:06.746088,147.10669911377795,149.4457575711468,146.8045770710248,147.9863324724987,147.9863324724987,53595201
1987-04-15 14:58:06.746088,146.21902525255337,147.33341251760433,145.77843347009696,146.57402877116343,146.57402877116343,29065758
1987-04-16 14:58:06.746088,147.83674252390185,149.56381292718524,147.2998745572293,148.03967754008497,148.03967754008497,98799699
1987-04-17 14:58:06.746088,148.47198204654075,148.95470578052118,146.60442558962023,147.81390123959844,147.81390123959844,45745090
1987-04-20 14:58:06.746088,147.72515395514586,149.26872264031942,146.23742080832153,147.88142944428637,147.88142944428637,73406345
1987-04-21 14:58:06.746088,147.3085390388794,148.05777731060758,144.46087354211144,146.4566812580729,146.4566812580729,24195225
1987-04-22 14:58:06.746088,146.905514087829,147.1847195608194,144.23118559090136,145.91229853354773,145.91229853354773,76467404
1987-04-23 14:58:06.746088,146.5846734546463,147.74419708511755,144.20770318484333,146.0232211232576,146.0232211232576,36526356
1987-04-24 14:58:06.746088,145.20500092496982,146.45546091481023,143.25047900443298,144.8722275458353,144.8722275458353,59749409
1987-04-27 14:58:06.746088,145.03171989615518,146.6705355742087,143.4047729130468,145.24792556418095,145.24792556418095,23421803
1987-04-28 14:58:06.746088,143.78136576636624,145.37347609801068,144.0328465592913,144.64728687426216,144.64728687426216,53838431
1987-04-29 14:58:06.746088,144.50187063726113,146.1095167908362,142.4606957259964,144.35559312446887,144.35559312446887,98503688
1987-04-30 14:58:06.746088,143.47729632332747,145.65774489021922,142.65927728165101,143.7538865122395,143.7538865122395,63399005
1987-05-01 14:58:06.746088,145.3079608484131,146.31161238246236,143.72374336182773,145.6061646967484,145.6061646967484,71110592
1987-05-04 14:58:06.746088,145.96808597742935,146.82502916616062,144.97906821582126,145.59266747201048,145.59266747201048,16497012
1987-05-05 14:58:06.746088,144.46223526024787,145.42328965601035,142.96209210737288,144.5349565430546,144.5349565430546,46739339
1987-05-06 14:58:06.746088,145.86168914470068,146.98928641629612,143.75396833215245,145.35750145515777,145.35750145515777,56699499
1987-05-07 14:58:06.746088,143.9330042505575,145.71910225919382,142.1412914712401,144.13665780518676,144.13665780518676,3933282
1987-05-08 14:58:06.746088,143.64724817116462,145.0568490810471,142.69223849415678,144.3455214001915,144.3455214001915,52657127
1987-05-11 14:58:06.746088,142.30854632869224,144.2013921832042,141.31199071758834,142.38585127631174,142.38585127631174,52626480
1987-05-12 14:58:06.746088,141.95969025606405,141.8291248233803,139.7217923999855,141.0576652274133,141.0576652274133,61029811
1987-05-13 14:58:06.746088,141.85757572151553,142.95041500175458,140.20470005603252,141.25452646328242,141.25452646328242,84445627
1987-05-14 14:58:06.746088,141.40449155342458,143.17846358271984,141.19896507532056,141.99299304327783,141.99299304327783,3517129
1987-05-15 14:58:06.746088,141.94696232775772,143.15676976480503,141.2916078332144,142.16436132446782,142.16436132446782,79536238
1987-05-18 14:58:06.746088,142.90429723252063,142.78607193609088,141.21569724066808,142.04871304207956,142.04871304207956,25731832
1987-05-19 14:58:06.746088,140.9950074639434,142.49903073071022,140.42438635124546,141.74760934649026,141.74760934649026,4916264
1987-05-20 14:58:06.746088,139.77698783985272,141.7619231881742,138.409846404325,140.26908735612284,140.26908735612284,48786001
1987-05-21 14:58:06.746088,139.07368843947194,140.8748887296488,137.68015320859553,139.54924314772813,139.54924314772813,76810488
1987-05-22 14:58:06.746088,139.23047012809232,139.7717325092452,138.50645871047962,139.08860437676836,139.08860437676836,67951802
1987-05-25 14:58:06.746088,139.96719324240993,140.81477339364477,139.52587750155945,140.14572660298728,140.14572660298728,23315178
1987-05-26 14:58:06.746088,139.6490862405483,141.0978107547149,139.6216663067972,140.48934489255572,140.48934489255572,22920844
1987-05-27 14:58:06.746088,138.98466764634716,140.34195575825333,137.84371555848878,138.726304737193,138.726304737193,20970957
1987-05-28 14:58:06.746088,138.2485444356281,140.61821183443172,138.40805494372893,139.0503887065878,139.0503887065878,2113288
1987-05-29 14:58:06.746088,138.87813629012962,139.25295291245334,137.5826114144113,138.66530642617147,138.66530642617147,5353604
1987-06-01 14:58:06.746088,138.00240118631757,139.32878953926098,136.60679633682858,137.98838442586552,137.98838442586552,48571182
1987-06-02 14:58:06.746088,138.58739803615703,139.22707494757043,137.2328174138072,138.6000607147064,138.6000607147064,12266569
1987-06-03 14:58:06.746088,138.7660527278008,141.48667889311577,138.31591571531445,139.63106023720235,139.63106023720235,71609423
1987-06-04 14:58:06.746088,140.84078125008563,142.42301648508874,139.5543324689873,140.56234035631854,140.56234035631854,98262044
1987-06-05 14:58:06.746088,139.58576335027453,141.27047231781557,138.16343930512102,139.72312283309589,139.72312283309589,53979012
1987-06-08 14:58:06.746088,139.23612270181604,141.30319383940383,137.67418454577307,139.41391045724467,139.41391045724467,97935666
1987-06-09 14:58:06.746088,139.9380766814853,141.46235343426878,138.72576248893213,139.74517388864825,139.74517388864825,74847542
1987-06-10 14:58:06.746088,140.93321513566372,142.46352687966117,140.09241597682143,140.7207190157706,140.7207190157706,68668009
1987-06-11 14:58:06.746088,139.2716113694493,141.5961065537802,139.29704940128752,140.2415447779253,140.2415447779253,63619881
1987-06-12 14:58:06.746088,139.3063376036679,141.01497459858575,139.34983281939915,140.0558858012615,140.0558858012615,23692395
1987-06-15 14:58:06.746088,138.4225872689449,139.77624949993012,137.7485127364147,138.94955082725548,138.94955082725548,65186804
1987-06-16 14:58:06.746088,138.10929886986676,138.7441442362332,137.01944147620068,137.7533442031748,137.7533442031748,80243170
1987-06-17 14:58:06.746088,138.7193522796282,140.00861317070257,137.37160288908203,138.56587002556898,138.56587002556898,48550101
1987-06-18 14:58:06.746088,140.4373683189093,140.6810948578884,139.09060571565283,139.9221100541398,139.9221100541398,88356695
1987-06-19 14:58:06.746088,140.3313155436472,140.73806028751548,138.24200327436589,139.8500999325595,139.8500999325595,76959499
1987-06-22 14:58:06.746088,141.55999856886382,142.0557241246447,140.31228046919776,140.85363283045152,140.85363283045152,59385186
1987-06-23 14:58:06.746088,140.96889857804396,142.06484400328608,139.88314939975126,141.21526885549915,141.21526885549915,93642609
1987-06-24 14:58:06.746088,140.26027683326063,141.9531146054681,139.81591668851394,140.570149100894,140.570149100894,12703122
1987-06-25 14:58:06.746088,141.59357551250935,142.81630874908694,140.43005690969798,140.93154470640243,140.93154470640243,69944717
1987-06-26 14:58:06.746088,141.94478434060275,144.0917153214231,140.66578114077117,142.4695812728684,142.4695812728684,68925974
1987-06-29 14:58:06.746088,142.35609998110567,143.93339515498184,140.92646355203735,142.43375523375846,142.43375523375846,66411581
1987-06-30 14:58:06.746088,143.38705019361694,145.37248110354813,143.34998465649667,143.99839888957246,143.99839888957246,78661479
1987-07-01 14:58:06.746088,142.20633526976113,142.6105756493683,139.8825452339569,141.3786537854827,141.3786537854827,41980501
1987-07-02 14:58:06.746088,142.01616231605118,142.98040207930993,140.78308529075153,142.20055628985793,142.20055628985793,79685870
1987-07-03 14:58:06.746088,141.71257715455775,144.1296690412364,141.0775683275313,142.2876033580961,142.2876033580961,53450287
1987-07-06 14:58:06.746088,142.37262278876807,142.8614000106495,140.85970885999183,141.98859600763024,141.98859600763024,29653564
1987-07-07 14:58:06.746088,141.56964614058668,142.71732010053296,140.24975213979212,142.08035678416573,142.08035678416573,84255537
1987-07-08 14:58:06.746088,140.97979507590532,141.7178106384079,139.2250658397187,140.09278786956486,140.09278786956486,24399242
1987-07-09 14:58:06.746088,139.60835001134615,140.63653928322407,138.77565089620725,139.87311598172732,139.87311598172732,31676361
1987-07-10 14:58:06.746088,140.55950997744276,141.28807255255083,139.23655543389683,140.23022855323907,140.23022855323907,8925162
1987-07-13 14:58:06.746088,141.39861246029542,142.25054999041708,140.05132105442564,141.7081225979806,141.7081225979806,16344068
1987-07-14 14:58:06.746088,141.8043435456939,141.89545429351764,139.31515442035814,141.18985237970696,141.18985237970696,16694330
1987-07-15 14:58:06.746088,141.1752042588593,141.14116422295362,138.6066862287034,140.38135877681376,140.38135877681376,1689757
1987-07-16 14:58:06.746088,140.45543845205881,140.4612169248545,138.1830458377796,139.87960173322924,139.87960173322924,10545940
1987-07-17 14:58:06.746088,141.49200188838634,142.27998928586555,138.81481893257617,140.7950038509313,140.7950038509313,98635568
1987-07-20 14:58:06.746088,140.32751661646626,142.87926665429566,139.5780381349754,141.123754960591,141.123754960591,81894944
1987-07-21 14:58:06.746088,141.4421241108901,141.65396786637285,138.96741407000366,140.59399475682395,140.59399475682395,39713752
1987-07-22 14:58:06.746088,141.35586364768787,142.9191269050146,139.13305838037977,141.1072621899373,141.1072621899373,89789613
1987-07-23 14:58:06.746088,141.94277480361774,142.02435960112552,140.69385356118656,141.20433973928533,141.20433973928533,97109102
1987-07-24 14:58:06.746088,142.54185825818908,143.1610703651601,140.7219121651637,142.17298472981824,142.17298472981824,29483462
1987-07-27 14:58:06.746088,140.87462697302828,142.1970371254876,139.86247433801094,141.47093163594087,141.47093163594087,17446311
1987-07-28 14:58:06.746088,141.36237969263448,142.5741082824716,139.26652890870733,141.1432694893431,141.1432694893431,9432283
1987-07-29 14:58:06.746088,139.93305381565722,141.8809657225164,138.92539487993443,140.75116133621094,140.75116133621094,17950508
1987-07-30 14:58:06.746088,139.67909244851515,140.70757140834166,137.52470536622815,139.28764638807883,139.28764638807883,57371922
1987-07-31 14:58:06.746088,139.40176894730453,141.22627902323467,137.66507975723084,139.5837666651434,139.5837666651434,78593355
1987-08-03 14:58:06.746088,139.14828828352373,141.16337646137274,138.53875315545275,139.8448219373233,139.8448219373233,98713746
1987-08-04 14:58:06.746088,140.80839502570257,141.29138092631842,139.33955525058852,139.84993539396575,139.84993539396575,36601520
1987-08-05 14:58:06.746088,140.41751710901198,141.51822373218212,139.0987666625451,139.61534826059062,139.61534826059062,87480650
1987-08-06 14:58:06.746088,138.9870649453467,139.14857398295348,136.88301893511343,138.1999775185402,138.1999775185402,40539194
